,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Name,Price,Province,Rating,Region,Subregion,User Avg Rating,Variety,Vintage,Winery
503,14%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Yellow fruits mingle with ripe acidity and citrus in this second white wine of Haut-Brion. Its wood aging is a servant of the fruitiness and tangy texture. Just a hint of herbal flavors is a reminder that Sauvignon Blanc is important in the wine. Drink from 2021.                      Roger Voss ",La Clarté de Haut-Brion,Château Haut-Brion 2017 La Clarté de Haut-Brion  (Pessac-Léognan),N/A, Bordeaux,93,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Haut-Brion
504,13.5%,"Steirerland, Austria",750 ml,White, Austria,3/1/2020,"
                      A hint of melted butter accompanies the subtle apricot notes on the nose. The palate also has this sense of buffered roundness, of intense concentration buffered and cushioned by a soft layer of buttery, mellow roundness. Yet there is no fat on this wine; it is concentrated in its slender, grippy and slightly phenolic fashion, drawing you in with a bone-dry honesty. Lovely, unusual and very long.                      Anne Krebiehl MW ",Herrenberg 500,Rebenhof Aubell 2013 Herrenberg 500 White (Steirerland),$39,Steirerland,93,,,Not rated yet [Add Your Review],White Blend,2013,Rebenhof Aubell
505,13.5%,"Weinland Österreich, Austria",750 ml,White, Austria,3/1/2020,"
                      Amber color and a funky nose of dried apple skins, lemon and a hint of wet loam signal a natural wine style. With air the nose gets increasingly aromatic, displaying notes of dried orange peel. The palate comes in with a real phenolic edge, bright acidity and a funky, animalistic notion of furred game, its utter dryness helps to make this distinct and visceral. Unusual but somehow very appealing in its dryness and luminous freshness.                      Anne Krebiehl MW ",Weisser Schiefer M,Schiefer & Domaines Kilger 2015 Weisser Schiefer M White (Weinland Österreich),$51,Weinland Österreich,93,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2015,Schiefer & Domaines Kilger
506,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This wine shines with bright green-plum and herbal flavors. Fruitiness is balanced by a texture that hints at ripeness and richness. Lightly spicy from wood aging, the wine has both a crisp texture and freshness at the end. Drink from 2021.                      Roger Voss ",,Château Latour-Martillac 2017  Pessac-Léognan,N/A, Bordeaux,93,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Latour-Martillac
507,12.5%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This rich, spicy wine from Philippe and Fabrice Reynaud offers cinnamon aromas and ripe citrus fruits. The combo of Sémillon, Sauvignon Blanc and Muscadelle makes the acidity just right for freshness. Drink this balanced and poised wine now.                      Roger Voss ",,Château Lugaud 2018  Graves,$29, Bordeaux,92,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Lugaud
508,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Ripe Sémillon gives this wine a full, rich character. Acidity is well integrated into hints of minerality and green fruits. Lemon and pink grapefruit vie with the richer white fruits, combining in a harmonious whole at the end. Drink now.                      Roger Voss ",Le Petit Haut Lafitte,Château Smith Haut Lafitte 2017 Le Petit Haut Lafitte  (Pessac-Léognan),N/A, Bordeaux,92,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Smith Haut Lafitte
509,13%,"Wiener Gemischter Satz, Austria",750 ml,White, Austria,3/1/2020,"
                      A hint of Mandarin orange, a full flash of red apple, an edge of earthy yeast. The nose certainly is appetizing and full-flavored. The palate is generous and full of that juicy apple ripeness and freshness that also has the texture of melting apple flesh. The finish is dry, zesty and moreish.                      Anne Krebiehl MW ",Nussberg,Mayer am Pfarrplatz 2018 Nussberg White (Wiener Gemischter Satz),$34,Wiener Gemischter Satz,92,,,Not rated yet [Add Your Review],"Austrian white blend, White Blend",2018,Mayer am Pfarrplatz
510,11%,"Weinland Österreich, Austria",750 ml,White, Austria,3/1/2020,"
                      A notion of bruised apple on the nose verges pleasantly onto notes of dry English cider on the nose. More air adds an aromatic notion of orange peel. The palate comes in with fresh brightness and a bone-dry, slightly phenolic palate that makes the mouth water. The body is taut and concentrated and seems to have a salty well of freshness at its core that is utterly moreish.                      Anne Krebiehl MW ",For Those About to Rock Herrenberg,Rebenhof Aubell 2017 For Those About to Rock Herrenberg White (Weinland Österreich),$34,Weinland Österreich,92,,,Not rated yet [Add Your Review],White Blend,2017,Rebenhof Aubell
511,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Still young this wine has good potential. Richly textured and balanced lemon and tropical fruits are lifted by subtle wood aging. It is a ripe wine, ready for further aging. Drink from 2023.                      Roger Voss ",,Château la Garde 2018  Pessac-Léognan,$38, Bordeaux,92,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château la Garde
512,13.5%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This ripe wine shows yellow fruits as well as layers of citrus. The rich texture gives weight and brings out a buttery element. This wine will age well and should not be drunk before 2021.                      Roger Voss ",,Château de Chantegrive 2018  Graves,$20, Bordeaux,92,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château de Chantegrive
513,13.5%,"Sauternes, Bordeaux, France",750 ml,Dessert, France,3/1/2020,"
                      Almost entirely Sémillon, this wine is rich but not heavy. Lightness comes with the surprisingly intense acidity that balances the rich apricot and honey flavors. For a second wine, this has impressive quality, ready to drink from 2022.                      Roger Voss ",Carmes de Rieussec,Château Rieussec 2017 Carmes de Rieussec  (Sauternes),N/A, Bordeaux,92,Sauternes,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Rieussec
514,13.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This perfumed wine offers good acidity as well as great fruitiness. With 40% Sauvignon Gris in the blend, the wine's richness comes through strongly along with the essential freshness. It is ripe, with complexity, acidity and minerality. Drink the wine from 2021.                      Roger Voss ",,Château Tronquoy-Lalande 2017  Bordeaux Blanc,N/A, Bordeaux,92,Bordeaux Blanc,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Tronquoy-Lalande
515,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Dense and toasty, this ripe wine offers richness that brings in creamy yellow fruit plus apple and spice flavors. A fine texture will allow the wine to age. Drink from 2021.                      Roger Voss ",,Château Valandraud 2017  Bordeaux Blanc,N/A, Bordeaux,92,Bordeaux Blanc,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Valandraud
516,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Tantalizing hints of wood in this ripe and fruity wine convey touches of spice and point up the balance between herbal flavors and green fruits. Acidity produces a crisp aftertaste. Drink from 2021.                      Roger Voss ",,Château Couhins-Lurton 2017  Pessac-Léognan,N/A, Bordeaux,92,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Couhins-Lurton
517,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Fragrant, ripe Sauvignon Blanc gives this second wine of Smith Haut Lafitte density as well as freshness. The wine is crisply textured, still young although fruity. It will be ready from 2020.                      Roger Voss ",Les Hauts de Smith,Château Smith Haut Lafitte 2017 Les Hauts de Smith  (Pessac-Léognan),N/A, Bordeaux,92,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Smith Haut Lafitte
518,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Wood aging and herbal flavors show strongly in this ripe wine. Green fruits are taut and mineral with spice, while a zesty edge pushes the wine forward. Drink from 2021.                      Roger Voss ",,Château Roche-Lalande 2018  Pessac-Léognan,$48, Bordeaux,91,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Roche-Lalande
519,13.5%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Crisply herbal, this is also a ripe wine. Acidity and freshness are balanced by rich white-stone fruit and spice flavors. Over the medium term it will develop into a delicious wine. Drink now.                      Roger Voss ",Cuvée Caroline,Château de Chantegrive 2018 Cuvée Caroline  (Graves),$30, Bordeaux,91,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château de Chantegrive
520,13%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This zesty wine is full of apples, pears and pink grapefruit that come together in a fruit salad of flavors. With acidity and minerality, the wine is well balanced and ready to drink.                      Roger Voss ",,Château Haut Mayne 2018  Graves,$16, Bordeaux,91,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Haut Mayne
521,13.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      The high proportion of Sauvignon Gris in this wine gives it fruitiness as well as fragrance. It tames the Sauvignon Blanc and makes a beautiful wine that has balance and crispness. Drink the wine from 2021.                      Roger Voss ",,Château Monbousquet 2017  Bordeaux Blanc,N/A, Bordeaux,91,Bordeaux Blanc,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Monbousquet
522,13.5%,"Irpinia, Southern Italy, Italy",750 ml,White, Italy,3/1/2020,"
                      Made with native grapes Fiano and Greco, this opens with aromas of yellow field flower, mature stone fruit and a whiff of Mediterranean brush. The savory palate delivers ripe apricot, Bartlett pear and a mineral note evoking flint before a honeyed almond close.                      Kerin O’Keefe ",Campanaro,Feudi di San Gregorio 2017 Campanaro White (Irpinia),N/A, Southern Italy,91,Irpinia,,Not rated yet [Add Your Review],White Blend,2017,Feudi di San Gregorio
523,13%,"Malvasia delle Lipari, Sicily & Sardinia, Italy",375 ml,Dessert, Italy,3/1/2020,"
                      This opens with aromas of walnut and orange liqueur. Reflecting the nose, the palate, doles out candied orange zest, acacia honey and walnut while fresh acidity boosts the rich flavors.                      Kerin O’Keefe ",Carlo Hauner Passito,Hauner 2016 Carlo Hauner Passito  (Malvasia delle Lipari),N/A, Sicily & Sardinia,91,Malvasia delle Lipari,,Not rated yet [Add Your Review],White Blend,2016,Hauner
524,11.4%,"Paso Robles, Central Coast, California, US",750 ml,White, US,3/1/2020,"
                      This casually named blend of 85% Chenin Blanc and 15% Muscat begins with aromas of peach, daffodil and mango, along with a touch of alkalinity on the nose. The palate is quite crisp, fresh and chalky, combining tropical coconut tones with apple and higher-toned citrus.                      Matt Kettmann ",Table Wine,Thacher 2018 Table Wine White (Paso Robles),$24, California,91, Central Coast,Paso Robles,Not rated yet [Add Your Review],White Blend,2018,Thacher
525,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Ripe and almost honeyed in its richness, this creamy wine is full of smooth Sémillon crispened with herbal acidity. Already delicious, it is beautifully fruity and ready to drink.                      Roger Voss ",,Château Cantelys 2017  Pessac-Léognan,N/A, Bordeaux,91,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Cantelys
526,13.5%,"Livermore Valley, Central Coast, California, US",750 ml,White, US,3/1/2020,"
                      This blend of Sémillon and Sauvignon Blanc is a relatively big wine in terms of body, but well-balanced, layered and complex. The subtle aromas combine mineral, dried herb and almonds, while the flavors express apricot, lemon and subtle oak spices. Best through 2024.                      Jim Gordon ",BDX Blanc,Nottingham Cellars 2018 BDX Blanc White (Livermore Valley),$30, California,91, Central Coast,Livermore Valley,Not rated yet [Add Your Review],White Blend,2018,Nottingham Cellars
527,12.48%,"San Benito, Central Coast, California, US",750 ml,White, US,3/1/2020,"
                      What's not to like about a unique blend of 50% Tocai Friulano and 50% Arneis from an underappreciated region? That's especially true when aromas of Asian pear, wet stone and cinnamon lead into a mineral-laded, steely palate of yellow pear and crisp apple flesh.                      Matt Kettmann ",Bella Bianca Vista Verde Vineyard,Bella Luna 2018 Bella Bianca Vista Verde Vineyard White (San Benito),$30, California,91, Central Coast,San Benito,Not rated yet [Add Your Review],White Blend,2018,Bella Luna
528,13.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Crisp and fruity, with some attractive herbal accents, this wine is lightly tangy. It is full of citrus flavors with hints of minerality. Wood aging gives smoothness to the texture. Drink from 2021.                      Roger Voss ",L'Aile d'Argent,Château Mouton Rothschild 2017 L'Aile d'Argent  (Bordeaux Blanc),N/A, Bordeaux,91,Bordeaux Blanc,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Mouton Rothschild
529,13%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This primarily Sémillon wine from a 12-acre vineyard is rich, spicy with fruitiness along with the cinnamon flavors. The crisp herbal element is attractive, giving the wine balance and richness. Drink from 2021.                      Roger Voss ",Molinari,Château Pont de Brion 2018 Molinari  (Graves),$21, Bordeaux,91,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Pont de Brion
530,14%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Taut, steely and textured, this is a cool, crisp wine. With acidity and minerality all in play, the wine's long-term future is balanced by its immediate fruitiness. Drink this well-structured wine from 2021.                      Roger Voss ",,Château Pape Clément 2017  Pessac-Léognan,$143, Bordeaux,91,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Pape Clément
531,12.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Crisply textured, this wine has both bright fruits and a tight, mineral character that gives an edge of dryness and structure that will allow it to age further. Drink from 2022.                      Roger Voss ",,Château la Garde 2017  Pessac-Léognan,$38, Bordeaux,91,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château la Garde
532,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This fresh, fruity wine has balanced wood and fresh apple flavors. Acidity balances the ripe fruits, along with toastiness and a bright aftertaste. Drink from 2021.                      Roger Voss ",Virginie de Valandraud,Château Valandraud 2017 Virginie de Valandraud  (Bordeaux Blanc),N/A, Bordeaux,91,Bordeaux Blanc,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Valandraud
533,13.5%,"Livermore Valley, Central Coast, California, US",750 ml,White, US,3/1/2020,"
                      Savory and complex, this full-bodied wine blends mineral and dried herb aromas with minerally, almost meaty flavors and a rounded texture that shows off good richness. It's dry and subtle on the palate, showing an appetizing tension and tang.                      Jim Gordon ",The Whip,Murrieta's Well 2017 The Whip White (Livermore Valley),$26, California,90, Central Coast,Livermore Valley,Not rated yet [Add Your Review],White Blend,2017,Murrieta's Well
534,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      It's amazing what a touch of Muscadelle can do to the perfume of a wine, bringing intensity, acidity, spice and touches of green fruits. This wine is crisp, lightly herbal and touched by wood aging. Drink from 2021.                      Roger Voss ",,Château Pont Saint-Martin 2018  Pessac-Léognan,$40, Bordeaux,90,Pessac-Léognan,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Pont Saint-Martin
535,13%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This Dubourdieu wine is textured, full of acidity and fruity with crisp apples and a strong citrus, herbal character. Fruitiness is tempered by the wine's texture and fresh, tangy aftertaste. Drink now.                      Roger Voss ",,Clos Floridène 2018  Graves,$23, Bordeaux,90,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Clos Floridène
536,12.5%,"Entre-deux-Mers Haut-Benauge, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      From a small enclave in the southern Entre-deux-Mers, this wine is a crisp exercise in Sauvignons, Blanc and Gris. Lightly perfumed while also textured and herbal, it is packed with young fruit that will benefit from a few months more aging but you can drink now.                      Roger Voss ",,Château Grand-Portail 2018  Entre-deux-Mers Haut-Benauge,$15, Bordeaux,90,Entre-deux-Mers Haut-Benauge,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Grand-Portail
537,13.5%,"Francs Côtes de Bordeaux, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Baked-apple and wood aromas show strongly in this ripe wine. Balancing the toastiness, the ripe fruits are complex, peach and apple flavors going along with the spice. Drink now.                      Roger Voss ",,Château Puyanché 2018  Francs Côtes de Bordeaux,$16, Bordeaux,90,Francs Côtes de Bordeaux,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Puyanché
538,14.1%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,White, US,3/1/2020,"
                      This is a side project from the folks at Mark Ryan. A blend of Viognier (60%) and Chardonnay (40%), with light aromas of pear, apple and spice, followed by full-bodied peach and tropical fruit flavors. There's a whole lot to like.                      Sean P. Sullivan ",We Sat by the Ocean,Lu & Oly 2018 We Sat by the Ocean White (Yakima Valley),N/A, Washington,90, Columbia Valley,Yakima Valley,Not rated yet [Add Your Review],White Blend,2018,Lu & Oly
539,13.5%,"Salina, Sicily & Sardinia, Italy",750 ml,White, Italy,3/1/2020,"
                      Spring flower, wild herb and citrus aromas take center stage. The savory palate is linear and tangy, offering yellow stone fruit, tangerine drop and saline along with a rosemary accent.                      Kerin O’Keefe ",Bianco,Barone di Villagrande 2018 Bianco White (Salina),N/A, Sicily & Sardinia,90,Salina,,Not rated yet [Add Your Review],White Blend,2018,Barone di Villagrande
540,14.5%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      A balanced, crisp wine this is fruity, spicy and already delicious. Its green edge is balanced by rich white-peach flavors, giving the wine freshness and ripeness. Drink now.                      Roger Voss ",Le Valentin,Château Montfollet 2018 Le Valentin  (Blaye Côtes de Bordeaux),$9, Bordeaux,90,Blaye Côtes de Bordeaux,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Montfollet
541,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      A blend of mainly Sauvignon Blanc fermented in new wood, this wine is ripe and smoothly textured. It offers hints of herbal flavors but the main thrust is towards spice and white-fruit flavors.                      Roger Voss ",Ambre de Maltus,Château Maltus 2018 Ambre de Maltus  (Bordeaux Blanc),$29, Bordeaux,90,Bordeaux Blanc,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Maltus
542,13.5%,"Falerno del Massico, Southern Italy, Italy",750 ml,White, Italy,3/1/2020,"
                      Banana and yellow stone fruit aromas mingle with whiffs of Spanish broom on this tangy white. On the rich palate, bright acidity lifts creamy white peach, Bartlett pear and hints of crushed herb.                      Kerin O’Keefe ",,Villa Matilde 2018 White (Falerno del Massico),$28, Southern Italy,90,Falerno del Massico,,Not rated yet [Add Your Review],White Blend,2018,Villa Matilde
543,13%,"Paso Robles, Central Coast, California, US",750 ml,White, US,3/1/2020,"
                      This unique and fairly priced blend of 40% Falanghina, 40% Sauvignon Blanc, 15% Pinot Grigio and 5% Muscat starts with high-toned aromas of lemon juice, Asian pear and crushed rocks on the nose. Crisp acidity runs through the sip, where apple, lemon and chalk flavors work well together.                      Matt Kettmann ",Paso Tombstone,Graveyard NV Paso Tombstone White (Paso Robles),$22, California,90, Central Coast,Paso Robles,Not rated yet [Add Your Review],White Blend,,Graveyard
544,12.5%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      From the historic chateau where Montesquieu wrote “Spirit of Laws” in 1748, this bright wine with a hint of spice is already balanced. Freshness contrasts with richness as well as plenty of fruitiness. Drink now.                      Roger Voss ",,Vieux Château Gaubert 2018  Graves,$22, Bordeaux,90,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Vieux Château Gaubert
545,13%,"Malvasia delle Lipari, Sicily & Sardinia, Italy",500 ml,Dessert, Italy,3/1/2020,"
                      Made with 95% Malvasia delle Lipari and 5% Corinto Nero, this opens with aromas of apricot jam, ripe fig and jasmine. The juicy, balanced palate delivers chestnut honey, marmalade and a hint of dried Mediterranean herb.                      Kerin O’Keefe ",Passito di Salina,Colosi 2015 Passito di Salina  (Malvasia delle Lipari),$35, Sicily & Sardinia,90,Malvasia delle Lipari,,Not rated yet [Add Your Review],White Blend,2015,Colosi
546,13%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This fragrant, juicy wine with a perfumed character is already delicious. It offers good balance between crisp fruit and texture. Drink the wine now.                      Roger Voss ",,Château Barbé 2018  Blaye Côtes de Bordeaux,$18, Bordeaux,89,Blaye Côtes de Bordeaux,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Barbé
547,13%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Deliciously fruity, this is a rounded, smooth wine. Acidity and crisp flavors are subsumed by the ripe green and yellow fruits. The wine's texture gives a tangy aftertaste. Drink now.                      Roger Voss ",,Château de Beau-Site 2018  Graves,$25, Bordeaux,89,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château de Beau-Site
548,13%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Judicious wood has given this wine a nutmeg flavor that enhances the fresh fruitiness. It is ripe and lightly textured, with good acidity as well as apple flavors. Drink now.                      Roger Voss ",Cuvée Jean Dubos,Clos Les Remparts 2018 Cuvée Jean Dubos  (Graves),N/A, Bordeaux,89,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Clos Les Remparts
549,12.9%,"Anderson Valley, Mendocino County, California, US",750 ml,White, US,3/1/2020,"
                      This blend of Alsace varietals has a wonderful floral perfume, ripe and juicy tree-fruit flavors from crisp apple to Anjou pear, and a rounded texture that reveals a touch of sweetness. Well-suited as an apéritif and for pairing with cheeses.                      Jim Gordon ",,Navarro 2018 Edelzwicker (Anderson Valley),$18, California,89, Mendocino County,Anderson Valley,Not rated yet [Add Your Review],"Edelzwicker, White Blend",2018,Navarro
550,N/A,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This five-acre vineyard gave the Gutmanns the incentive to change professions in 2015 and make wine. This ripe wine offers green-plum as well as baked-apple flavors. A touch of spice brought out by the muscadelle adds to the richness that is developing well. From 2020 the wine will be full and spicy.                      Roger Voss ",,Château Jouvente 2018  Graves,$29, Bordeaux,89,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Jouvente
551,12.5%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This wine is soft, fruity and immediately attractive. Acidity and citrus flavors are given a richer edge by juicy green-plum fleshiness. Drink this wine now.                      Roger Voss ",,Château Bichon Cassignols 2018  Graves,$21, Bordeaux,89,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Bichon Cassignols
552,13.5%,"Francs Côtes de Bordeaux, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Lightly structured and certainly perfumed, this wine has hints of minerality as well as a strong herbal element. It will take a while to develop fully, but it is enjoyable now.                      Roger Voss ",Puygueraud,Château de Puygueyraud 2018 Puygueraud  (Francs Côtes de Bordeaux),$15, Bordeaux,89,Francs Côtes de Bordeaux,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château de Puygueyraud
553,13%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This is a tangy, herbal wine from Jean-Baptiste Solorzano's vineyards around the castle. It is very crisp and textured. The fruits are ripe, with a real Sauvignon character, grassy and zesty. Drink now.                      Roger Voss ",Cuvée Clara,Château Prieuré-les-Tours 2018 Cuvée Clara  (Graves),$30, Bordeaux,89,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Prieuré-les-Tours
554,13%,"Burgenland, Austria",750 ml,White, Austria,3/1/2020,"
                      A subtle and shy nose just hints at earth and smoke. The palate, mellow and textured like a ripe Golden Delicious apple, picks up these earthy, slightly smoky notions and adds discreet, subtle freshness. Just enough to tone that generous, almost mellow, warm body. This will benefit from a little bottle age and knit together. Drink 2022–2030.                      Anne Krebiehl MW ",Hillside,Hillinger 2018 Hillside White (Burgenland),$27,Burgenland,89,,,Not rated yet [Add Your Review],White Blend,2018,Hillinger
555,12.5%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      An attractive, spicy wine from a 15-acre, hand-picked vineyard, this is perfumed and full of citrus flavors. It offers an herbal touch as well as minerality, giving a textured wine that is very drinkable.                      Roger Voss ",,Château Brondelle 2018  Graves,$16, Bordeaux,89,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Brondelle
556,12.5%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      The Caumonts left Paris for Bordeaux in 2015 and are making a mark. Citrus and yellow fruits mingle in this ripe wine. A mineral edge merges into the ripe fruitiness and gives the wine balance and contrast at the same time. Drink this attractive wine now.                      Roger Voss ",,Domaine du Salut 2018  Graves,$22, Bordeaux,89,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Domaine du Salut
557,12%,"Terre Siciliane, Sicily & Sardinia, Italy",750 ml,White, Italy,3/1/2020,"
                      Subtle aromas of yellow stone fruit, beeswax and citrus form the nose. The tangy palate offers yellow apple, pineapple and tangerine drop while a dollop of honey marks the close.                      Kerin O’Keefe ",Bianco Pomice,Tenuta di Castellaro 2018 Bianco Pomice White (Terre Siciliane),N/A, Sicily & Sardinia,89,Terre Siciliane,,Not rated yet [Add Your Review],White Blend,2018,Tenuta di Castellaro
558,13%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      Hints of nutmeg and spice balance the smooth texture of this ripe wine. It is generous, rounded and just hints at the more herbal character of Sauvignon Blanc. Drink now.                      Roger Voss ",Prestige,Château Monconseil-Gazin 2018 Prestige  (Blaye Côtes de Bordeaux),$14, Bordeaux,88,Blaye Côtes de Bordeaux,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Monconseil-Gazin
559,13.5%,"Graves, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This taut, tight wine from the storied de Butler family has a closed, tangy character. It will soften as this strong herbal element calms down, leaving ripe fruit, green flavors and a flavorful aftertaste. Drink now.                      Roger Voss ",,Château Crabitey 2018  Graves,N/A, Bordeaux,88,Graves,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Crabitey
560,12.5%,"Blaye Côtes de Bordeaux, Bordeaux, France",750 ml,White, France,3/1/2020,"
                      This deliciously crisp wine has ripe apple and pear flavors and a lively texture. It is attractive, lightly herbal and ready to drink.                      Roger Voss ",,Château Gardut Haut Cluzeau 2018  Blaye Côtes de Bordeaux,$15, Bordeaux,88,Blaye Côtes de Bordeaux,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Gardut Haut Cluzeau
561,13.5%,"Sauternes, Bordeaux, France",375 ml,Dessert, France,3/1/2020,"
                      A honeyed wine dominated by Sémillon, this has golden pear and apricot flavors and a ripe feel that hints at botrytis. The wine finishes with acidity and is ready to drink.                      Roger Voss ",,Château Villefranche 2017  Sauternes,$22, Bordeaux,88,Sauternes,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2017,Château Villefranche
